NTA2020,n_tracts,n_incidents,gini_tracts,crime_type
QN1307,8,583,0.18975128644939965,Property crime
QN1401,11,1061,0.20169651272384542,Property crime
QN1402,9,790,0.2807313642756681,Property crime
QN1403,7,415,0.29948364888123924,Property crime
SI0101,6,488,0.21174863387978143,Property crime
SI0102,5,446,0.32825112107623317,Property crime
SI0103,7,407,0.25552825552825553,Property crime
SI0104,12,601,0.27939545202440375,Property crime
SI0105,8,539,0.17648423005565864,Property crime
SI0106,6,521,0.1743442098528471,Property crime
SI0107,8,531,0.1946798493408663,Property crime
SI0201,9,714,0.14752567693744165,Property crime
SI0202,6,583,0.3021726700971984,Property crime
SI0203,9,516,0.16925064599483206,Property crime
SI0204,9,984,0.3879855465221319,Property crime
SI0301,5,321,0.2641744548286604,Property crime
SI0302,11,662,0.1282614666300467,Property crime
SI0303,7,351,0.16361416361416362,Property crime
SI0304,7,540,0.12328042328042328,Property crime
SI0305,4,472,0.2870762711864407,Property crime
BK0101,15,1976,0.33427800269905533,7 Major Felonies
BK0102,13,4138,0.23932037030152062,7 Major Felonies
BK0103,10,1235,0.3474493927125506,7 Major Felonies
BK0104,16,4013,0.3187609020682781,7 Major Felonies
BK0201,6,1038,0.2964033397559409,7 Major Felonies
BK0202,11,5089,0.3543471659014988,7 Major Felonies
BK0203,11,2082,0.36468430704741944,7 Major Felonies
BK0204,7,1179,0.15267175572519084,7 Major Felonies
BK0301,21,4545,0.24445492168264446,7 Major Felonies
BK0302,23,5357,0.215272986989798,7 Major Felonies
BK0401,13,3876,0.18421052631578946,7 Major Felonies
BK0402,16,3444,0.22492015098722415,7 Major Felonies
BK0501,14,2320,0.21213054187192118,7 Major Felonies
BK0502,13,3786,0.2877808931691658,7 Major Felonies
BK0503,14,4087,0.23780978013911705,7 Major Felonies
BK0504,4,1773,0.5054991539763113,7 Major Felonies
BK0505,12,2944,0.267776268115942,7 Major Felonies
BK0601,21,2898,0.32317854678103125,7 Major Felonies
BK0602,16,2626,0.38323495811119573,7 Major Felonies
BK0701,8,553,0.16478300180831826,7 Major Felonies
BK0702,18,2524,0.31189469977108647,7 Major Felonies
BK0703,14,2306,0.2672531284846983,7 Major Felonies
BK0801,6,867,0.2116493656286044,7 Major Felonies
BK0802,22,4800,0.22196969696969698,7 Major Felonies
BK0901,13,1779,0.22510485579625547,7 Major Felonies
BK0902,14,2077,0.24248572804181856,7 Major Felonies
BK1001,28,2173,0.3072611925580172,7 Major Felonies
BK1002,17,1127,0.306070254188632,7 Major Felonies
BK1101,28,2600,0.2246978021978022,7 Major Felonies
BK1102,11,876,0.2646326276463263,7 Major Felonies
BK1103,16,1872,0.25854700854700857,7 Major Felonies
BK1201,10,1188,0.2606060606060606,7 Major Felonies
BK1202,21,1469,0.2204933709358488,7 Major Felonies
BK1203,10,1003,0.21445663010967098,7 Major Felonies
BK1204,16,920,0.21154891304347825,7 Major Felonies
BK1301,7,1064,0.11761546723952739,7 Major Felonies
BK1302,12,2876,0.43364626796476585,7 Major Felonies
BK1303,8,1234,0.21312803889789303,7 Major Felonies
BK1401,18,2684,0.21207981453883093,7 Major Felonies
BK1402,11,1263,0.19880515367451235,7 Major Felonies
BK1403,16,1247,0.23371090617481957,7 Major Felonies
BK1501,18,1730,0.2804110468850353,7 Major Felonies
BK1502,15,1376,0.30833333333333335,7 Major Felonies
BK1503,20,2655,0.3394915254237288,7 Major Felonies
BK1601,10,2677,0.21849084796413895,7 Major Felonies
BK1602,14,4450,0.24504012841091494,7 Major Felonies
BK1701,11,2807,0.2533277196618843,7 Major Felonies
BK1702,14,1434,0.24158198844391313,7 Major Felonies
BK1703,16,2023,0.2467560553633218,7 Major Felonies
BK1704,9,2332,0.29969506384600725,7 Major Felonies
BK1801,27,2503,0.2829789437859753,7 Major Felonies
BK1802,19,1923,0.5278484823603471,7 Major Felonies
BK1803,34,2931,0.282888795231501,7 Major Felonies
BX0101,15,6911,0.30305310374764866,7 Major Felonies
BX0102,8,5377,0.31953226706341825,7 Major Felonies
BX0201,6,3170,0.35562565720294426,7 Major Felonies
BX0202,9,3956,0.26216155488147397,7 Major Felonies
BX0301,7,3603,0.1567741168074224,7 Major Felonies
BX0302,6,2381,0.24310513789724206,7 Major Felonies
BX0303,7,3047,0.22532701955084627,7 Major Felonies
BX0401,14,6064,0.38520071617037316,7 Major Felonies
BX0402,5,2359,0.16447647308181432,7 Major Felonies
BX0403,12,4242,0.23931321703598932,7 Major Felonies
BX0501,13,3383,0.2613065326633166,7 Major Felonies
BX0502,10,3959,0.17527153321545844,7 Major Felonies
BX0503,7,2726,0.23488103972329943,7 Major Felonies
BX0601,5,1844,0.24859002169197397,7 Major Felonies
BX0602,9,3335,0.25640513076794935,7 Major Felonies
BX0603,7,3644,0.16708483612984162,7 Major Felonies
BX0701,9,3685,0.27607417458163724,7 Major Felonies
BX0702,11,2871,0.24964377315474495,7 Major Felonies
BX0703,8,2973,0.27728725193407333,7 Major Felonies
BX0801,6,1632,0.1636029411764706,7 Major Felonies
BX0802,5,2076,0.19595375722543354,7 Major Felonies
BX0803,14,2086,0.2840021914806191,7 Major Felonies
BX0901,15,5717,0.14217246807766312,7 Major Felonies
BX0902,8,2687,0.31312802381838484,7 Major Felonies
BX0903,9,3106,0.307719825427488,7 Major Felonies
BX0904,5,1396,0.050143266475644696,7 Major Felonies
BX1001,5,1398,0.26237482117310446,7 Major Felonies
BX1002,14,2537,0.3327045441747846,7 Major Felonies
BX1003,6,1429,0.2371121996734313,7 Major Felonies
BX1004,7,1697,0.5348935095546763,7 Major Felonies
BX1101,9,2081,0.17886699770409525,7 Major Felonies
BX1102,10,1769,0.27297908422837763,7 Major Felonies
BX1103,10,1796,0.2994432071269488,7 Major Felonies
BX1104,9,2367,0.19518377693282637,7 Major Felonies
BX1201,20,4598,0.26646367986080904,7 Major Felonies
BX1202,12,3938,0.25347045877772134,7 Major Felonies
BX1203,16,3452,0.3102911355735805,7 Major Felonies
MN0101,7,3123,0.22487534879465715,7 Major Felonies
MN0102,5,2424,0.19438943894389438,7 Major Felonies
MN0201,6,4314,0.282645649822284,7 Major Felonies
MN0202,7,4462,0.3059486457066018,7 Major Felonies
MN0203,7,4337,0.22919068480516486,7 Major Felonies
MN0301,7,2566,0.31043313662175703,7 Major Felonies
MN0302,10,4280,0.39299065420560747,7 Major Felonies
MN0303,14,5473,0.3031113779332307,7 Major Felonies
MN0401,13,5739,0.2607530124519147,7 Major Felonies
MN0402,10,4418,0.2958804889090086,7 Major Felonies
MN0501,8,8921,0.3466959982064791,7 Major Felonies
MN0502,14,13403,0.2890877308918046,7 Major Felonies
MN0601,2,294,0.2755102040816326,7 Major Felonies
MN0602,4,1661,0.16902468392534617,7 Major Felonies
MN0603,9,3390,0.2969518190757129,7 Major Felonies
MN0604,10,2722,0.22299779573842762,7 Major Felonies
MN0701,11,3272,0.32585018893087353,7 Major Felonies
MN0702,12,3823,0.1279318162001918,7 Major Felonies
MN0703,6,2145,0.10932400932400932,7 Major Felonies
MN0801,14,3256,0.4496753246753247,7 Major Felonies
MN0802,14,3894,0.1951353731014748,7 Major Felonies
MN0803,14,2685,0.3453312051077414,7 Major Felonies
MN0901,8,1906,0.2838405036726128,7 Major Felonies
MN0902,5,1826,0.28871851040525737,7 Major Felonies
MN0903,7,2764,0.1216663221004755,7 Major Felonies
MN1001,10,3829,0.27236876469051974,7 Major Felonies
MN1002,15,5654,0.1810399717014503,7 Major Felonies
MN1101,11,4327,0.28535411895707713,7 Major Felonies
MN1102,12,6226,0.18561944533675984,7 Major Felonies
MN1201,11,4015,0.2738367485565493,7 Major Felonies
MN1202,12,3768,0.34806263269639065,7 Major Felonies
MN1203,6,2080,0.2618589743589744,7 Major Felonies
QN0101,17,1760,0.3181149732620321,7 Major Felonies
QN0102,6,650,0.25435897435897437,7 Major Felonies
QN0103,11,1887,0.15715180421062774,7 Major Felonies
QN0104,14,1854,0.2693789489905995,7 Major Felonies
QN0105,12,2511,0.2911522633744856,7 Major Felonies
QN0201,9,2151,0.3086936308693631,7 Major Felonies
QN0202,18,2300,0.21463768115942028,7 Major Felonies
QN0203,14,2184,0.2615122972265829,7 Major Felonies
QN0301,20,4588,0.31582388840453357,7 Major Felonies
QN0302,10,1484,0.19716981132075473,7 Major Felonies
QN0303,10,1900,0.17442105263157895,7 Major Felonies
QN0401,23,7201,0.38862959854609563,7 Major Felonies
QN0402,17,3476,0.2156975563528058,7 Major Felonies
QN0501,20,1848,0.25091991341991343,7 Major Felonies
QN0502,19,2929,0.24811773373344595,7 Major Felonies
QN0503,13,1295,0.3438075438075438,7 Major Felonies
QN0504,14,1002,0.2583404619332763,7 Major Felonies
QN0601,8,1202,0.25,7 Major Felonies
QN0602,24,2469,0.32308964493047115,7 Major Felonies
QN0701,7,1467,0.20917323984808647,7 Major Felonies
QN0702,7,954,0.18778077268643306,7 Major Felonies
QN0703,5,599,0.31853088480801334,7 Major Felonies
QN0704,15,1883,0.23168702425208001,7 Major Felonies
QN0705,14,1029,0.20262390670553937,7 Major Felonies
QN0706,5,1137,0.11081794195250659,7 Major Felonies
QN0707,14,4976,0.4717501148369316,7 Major Felonies
QN0801,8,1134,0.23919753086419754,7 Major Felonies
QN0802,8,1320,0.27386363636363636,7 Major Felonies
QN0803,6,1123,0.21712674384090236,7 Major Felonies
QN0804,8,966,0.25957556935817805,7 Major Felonies
QN0805,10,1397,0.36442376521116676,7 Major Felonies
QN0901,9,700,0.3107936507936508,7 Major Felonies
QN0902,13,1507,0.31504262161196467,7 Major Felonies
QN0903,9,741,0.12985455090718248,7 Major Felonies
QN0904,10,947,0.21995776135163675,7 Major Felonies
QN0905,13,1228,0.2032072162365322,7 Major Felonies
QN1001,25,4067,0.2650405704450455,7 Major Felonies
QN1002,7,1252,0.22455499771793702,7 Major Felonies
QN1003,4,1147,0.19507410636442896,7 Major Felonies
QN1101,13,1549,0.2130406714009038,7 Major Felonies
QN1102,13,1749,0.16932752781809385,7 Major Felonies
QN1103,6,861,0.12408052651955091,7 Major Felonies
QN1104,5,904,0.1831858407079646,7 Major Felonies
QN1201,15,5960,0.3156823266219239,7 Major Felonies
QN1202,14,2046,0.26344086021505375,7 Major Felonies
QN1203,20,2007,0.3474588938714499,7 Major Felonies
QN1204,6,975,0.33863247863247864,7 Major Felonies
QN1205,23,1635,0.3050126312990294,7 Major Felonies
QN1206,10,1086,0.2839779005524862,7 Major Felonies
QN1301,6,599,0.24457429048414023,7 Major Felonies
QN1302,6,931,0.152703186537773,7 Major Felonies
QN1303,20,2102,0.3061845861084681,7 Major Felonies
QN1304,13,535,0.2240115025161754,7 Major Felonies
QN1305,11,962,0.2761292761292761,7 Major Felonies
QN1306,7,1283,0.4841331700256096,7 Major Felonies
QN1307,8,957,0.19239811912225704,7 Major Felonies
QN1401,11,2473,0.2532073668345403,7 Major Felonies
QN1402,9,1684,0.21720770651887042,7 Major Felonies
QN1403,7,592,0.3841698841698842,7 Major Felonies
SI0101,6,1237,0.20816491511721907,7 Major Felonies
SI0102,5,1078,0.3614100185528757,7 Major Felonies
SI0103,7,758,0.2955145118733509,7 Major Felonies
SI0104,12,1034,0.29045776918117344,7 Major Felonies
SI0105,8,695,0.16097122302158273,7 Major Felonies
SI0106,6,1066,0.18449030644152595,7 Major Felonies
SI0107,8,1080,0.21226851851851852,7 Major Felonies
SI0201,9,1077,0.2042711234911792,7 Major Felonies
SI0202,6,861,0.27584204413472707,7 Major Felonies
SI0203,9,651,0.17033623485236388,7 Major Felonies
SI0204,9,1254,0.3827751196172249,7 Major Felonies
SI0301,5,444,0.2747747747747748,7 Major Felonies
SI0302,11,832,0.1284965034965035,7 Major Felonies
SI0303,7,444,0.15701415701415702,7 Major Felonies
SI0304,7,710,0.13963782696177063,7 Major Felonies
SI0305,4,608,0.2565789473684211,7 Major Felonies
