BoroCT2020,n_blocks,gini_blocks,n_incidents,crime_type
4071303,20,0.4590909090909091,110,Property crime
4071304,25,0.5494736842105263,76,Property crime
4071305,13,0.47654784240150094,41,Property crime
4071306,24,0.6173547400611621,109,Property crime
4071701,29,0.620174987133299,134,Property crime
4071702,29,0.8625592417061612,211,Property crime
4071900,19,0.6956521739130435,46,Property crime
4072100,27,0.5282651072124757,76,Property crime
4072300,69,0.666213768115942,64,Property crime
4072900,27,0.5234567901234568,30,Property crime
4073100,32,0.6425304878048781,41,Property crime
4073700,57,0.8581964465303386,157,Property crime
4073900,42,0.6083505866114561,69,Property crime
4074100,22,0.5,42,Property crime
4074300,24,0.3804945054945055,91,Property crime
4074500,35,0.6813186813186813,78,Property crime
4074700,36,0.5261276127612762,101,Property crime
4074900,87,0.7662835249042146,24,Property crime
4075701,34,0.5974789915966386,105,Property crime
4075702,47,0.5218787635487756,106,Property crime
4076901,17,0.5511684125705076,73,Property crime
4076902,23,0.7914818101153505,49,Property crime
4077300,41,0.7345215759849906,52,Property crime
4077500,37,0.5615615615615616,54,Property crime
4077902,70,0.6430414746543779,155,Property crime
4077903,42,0.6635220125786163,53,Property crime
4077904,58,0.5677937730164044,206,Property crime
4077905,36,0.6422558922558923,66,Property crime
4077906,42,0.6204481792717087,85,Property crime
4077907,37,0.4839527027027027,64,Property crime
4077908,26,0.6298593879239041,93,Property crime
4078800,33,0.45106805762543467,61,Property crime
4079000,52,0.643387314439946,57,Property crime
4079200,61,0.676602086438152,110,Property crime
4079701,11,0.5222437137330754,94,Property crime
4079702,30,0.6279166666666667,160,Property crime
4079900,51,0.5704099821746881,143,Property crime
4080301,58,0.52117691154422785,184,Property crime
4080302,86,0.620094476744186,128,Property crime
4080900,66,0.6267893660531697,163,Property crime
4081400,63,0.5619047619047619,110,Property crime
4081800,55,0.45351071692535105,123,Property crime
4083700,93,0.6071358748778104,220,Property crime
4083800,68,0.48827252419955325,158,Property crime
4084000,78,0.5355210538696777,218,Property crime
4084500,25,0.4968421052631579,76,Property crime
4084601,54,0.5254878534448427,93,Property crime
4084602,110,0.803409090909091,96,Property crime
4084901,30,0.6457102672292546,237,Property crime
4084902,8,0.30304878048780487,205,Property crime
4085300,19,0.673515339150014,374,Property crime
4085500,12,0.41292134831460675,89,Property crime
4085700,11,0.391304347826087,92,Property crime
4085900,23,0.6560264171711613,79,Property crime
4086100,28,0.7549261083743842,58,Property crime
4086300,11,0.5369583687340697,107,Property crime
4086400,64,0.8658536585365854,164,Property crime
4086500,10,0.3598130841121495,107,Property crime
4086900,121,0.7505657978385251,325,Property crime
4087100,64,0.7672709744168548,1329,Property crime
4088400,234,0.7221769999547777,189,Property crime
4088902,44,0.5679046563192904,164,Property crime
4088903,48,0.6320652173913044,115,Property crime
4089201,224,0.7785189075630252,340,Property crime
4090700,100,0.8743243243243243,296,Property crime
4091603,178,0.9,30,Property crime
4091900,65,0.5313390313390314,108,Property crime
4092200,78,0.8395493395493395,33,Property crime
4092500,58,0.5222764723832773,113,Property crime
4092800,71,0.7049295774647887,40,Property crime
4092900,132,0.6483382209188661,186,Property crime
4093401,54,0.7090534979423868,45,Property crime
4093402,48,0.8153735632183908,58,Property crime
4093800,61,0.7159541412193292,153,Property crime
4093900,97,0.5810203542162306,117,Property crime
4094201,47,0.5961833735468305,97,Property crime
4094202,117,0.7744020685197156,119,Property crime
4094203,45,0.6998628257887517,162,Property crime
4094500,173,0.7293843135175266,218,Property crime
4094700,50,0.5707692307692308,65,Property crime
4095400,126,0.788858939802336,106,Property crime
4096400,114,0.775243664717349,135,Property crime
4097202,20,0.8893939393939394,33,Property crime
4097204,59,0.6872715187770023,51,Property crime
4097205,22,0.7666666666666667,45,Property crime
4097206,28,0.7806122448979592,42,Property crime
4097300,80,0.6494047619047619,63,Property crime
4098100,78,0.7191697191697192,84,Property crime
4098700,84,0.7670940170940171,117,Property crime
4099100,150,0.6656296296296297,135,Property crime
4099200,94,0.7873687045515756,79,Property crime
4099701,68,0.6368547418967587,98,Property crime
4099703,44,0.7014462809917356,44,Property crime
4099704,30,0.6092827004219409,158,Property crime
4099705,62,0.7806451612903226,30,Property crime
4099801,102,0.7578898225957049,105,Property crime
4099802,35,0.7655913978494624,93,Property crime
4100801,73,0.8645357686453576,27,Property crime
4100803,71,0.767018779342723,96,Property crime
4100804,87,0.7297938332421091,63,Property crime
4101002,71,0.7369014084507042,75,Property crime
4101003,51,0.770878721859114,108,Property crime
4101004,84,0.7652464494569757,114,Property crime
4101700,136,0.6634856070087609,188,Property crime
4102900,93,0.6883892690344303,99,Property crime
4103201,50,0.614375,128,Property crime
4103202,124,0.7702312138728323,173,Property crime
4103300,93,0.5748371399419198,137,Property crime
4103900,131,0.6109834729118803,206,Property crime
4104700,128,0.6391059027777778,216,Property crime
4105900,90,0.5537170263788969,139,Property crime
4107201,93,0.7361751152073732,56,Property crime
4108500,72,0.6319444444444444,88,Property crime
4109300,103,0.6300152064568956,166,Property crime
4109700,84,0.5848595848595849,78,Property crime
4109900,58,0.5903686087990487,116,Property crime
4111300,93,0.592006492189085,106,Property crime
4112300,44,0.5686705767350929,93,Property crime
4112900,78,0.6392773892773893,88,Property crime
4113300,55,0.7184815184815185,91,Property crime
4113900,71,0.5636074511585643,124,Property crime
4114100,67,0.6720345640219952,76,Property crime
4114700,37,0.5244704163623083,74,Property crime
4115100,34,0.7016806722689075,49,Property crime
4115500,29,0.5117967332123412,57,Property crime
4115700,60,0.6585808580858086,101,Property crime
4115900,40,0.49366666666666664,75,Property crime
4116100,18,0.6033333333333334,100,Property crime
4116301,11,0.47578589634664403,107,Property crime
4116302,9,0.5957446808510638,47,Property crime
4116700,38,0.6032770605759682,53,Property crime
4117100,73,0.625120586532896,142,Property crime
4117500,87,0.5806110102843315,152,Property crime
4118100,23,0.4984472049689441,56,Property crime
4118500,28,0.544973544973545,54,Property crime
4118700,26,0.4823717948717949,48,Property crime
4118900,31,0.44731182795698926,60,Property crime
4119100,21,0.5501066098081023,67,Property crime
4119300,24,0.547316384180791,59,Property crime
4119500,17,0.4680306905370844,46,Property crime
4119900,22,0.48144712430426717,49,Property crime
4120100,29,0.42870456663560114,37,Property crime
4120300,39,0.6878483835005574,46,Property crime
4120500,23,0.4906832298136646,56,Property crime
4120701,60,0.5833333333333334,71,Property crime
4120702,14,0.8333333333333334,9,Property crime
4121500,75,0.5695568400770713,173,Property crime
4122300,75,0.5727152317880795,151,Property crime
4122702,41,0.7506126735908507,209,Property crime
4122703,40,0.6308252427184466,103,Property crime
4122704,21,0.638752052545156,58,Property crime
4124100,80,0.5093992248062016,129,Property crime
4124700,79,0.5700158227848101,128,Property crime
4125700,56,0.47046703296703296,104,Property crime
4126500,21,0.593939393939394,55,Property crime
4126700,68,0.7069659442724459,95,Property crime
4127700,132,0.6437229437229437,210,Property crime
4129102,116,0.7360698789678009,151,Property crime
4129103,36,0.7284250269687162,103,Property crime
4129104,73,0.5856164383561644,112,Property crime
4130100,79,0.719458345599058,129,Property crime
4133300,69,0.5645872715816005,184,Property crime
4133900,25,0.723,80,Property crime
4134100,86,0.5949246745648676,159,Property crime
4134701,50,0.8181090909090909,275,Property crime
4134702,75,0.70848,125,Property crime
4136700,89,0.642240677414102,207,Property crime
4137700,78,0.5615154651029091,223,Property crime
4138501,126,0.6010907156158553,179,Property crime
4139900,60,0.72,80,Property crime
4140300,55,0.6383116883116883,112,Property crime
4140901,33,0.5953654188948306,51,Property crime
4140902,95,0.6962272938984629,113,Property crime
4141700,161,0.7173190813231258,215,Property crime
4142900,96,0.6410136815920398,134,Property crime
4143500,54,0.6137037037037038,100,Property crime
4144100,57,0.5403508771929825,85,Property crime
4144700,72,0.5538617886178862,123,Property crime
4145101,36,0.6803201506591338,59,Property crime
4145102,73,0.5910813174001749,94,Property crime
4145900,67,0.5933665008291874,90,Property crime
4146300,54,0.5420524691358025,96,Property crime
4146700,55,0.6575757575757576,132,Property crime
4147100,64,0.5596390845070423,142,Property crime
4147900,118,0.7194309927360775,112,Property crime
4148300,209,0.7789473684210526,90,Property crime
4150701,146,0.6834206285253828,136,Property crime
4150702,146,0.79659419379163,109,Property crime
4152901,105,0.68142186452045606,142,Property crime
4152902,118,0.6144513826940232,190,Property crime
4155101,9,0.7692307692307693,26,Property crime
4155103,56,0.7433473389355743,51,Property crime
4155104,70,0.7701940035273369,81,Property crime
4156700,52,0.9038461538461539,37,Property crime
4157101,168,0.6517389678384443,191,Property crime
4157102,47,0.6950354609929078,72,Property crime
4157901,120,0.6984276729559749,106,Property crime
4157902,104,0.607434887946699,127,Property crime
4157903,107,0.6692050305757471,81,Property crime
4161700,114,0.6416666666666667,120,Property crime
4162100,118,0.676271186440678,140,Property crime
5000300,55,0.866255778120185,118,Property crime
5000600,87,0.8887443070917371,53,Property crime
5000700,44,0.7088516746411483,95,Property crime
5000800,164,0.7252678367905174,107,Property crime
5000900,41,0.6477409036385445,61,Property crime
5001100,57,0.6286893704850361,85,Property crime
5001700,41,0.6904315196998124,52,Property crime
5002001,107,0.8029256399837464,46,Property crime
5002002,156,0.8768969126111983,49,Property crime
5002100,156,0.7209546573953354,177,Property crime
5002700,44,0.808968058968059,37,Property crime
5002900,87,0.7460029383804339,133,Property crime
5003300,115,0.7892490118577075,55,Property crime
5003600,76,0.7968549422336328,41,Property crime
5003900,46,0.754180602006689,26,Property crime
5004001,79,0.7573390789119311,47,Property crime
5004002,64,0.8313577586206896,29,Property crime
5004003,28,0.8011278195488721,95,Property crime
5004004,80,0.7520833333333333,36,Property crime
5004700,90,0.7884353741496599,49,Property crime
5005000,139,0.7677905868076623,83,Property crime
5005901,100,0.857,40,Property crime
5005902,7,0.5714285714285714,6,Property crime
5006400,88,0.7629132231404959,88,Property crime
5006700,120,0.7948412698412698,63,Property crime
5007001,68,0.7684544405997693,51,Property crime
5007002,164,0.7655210643015521,121,Property crime
5007400,87,0.7352729885057471,64,Property crime
5007500,62,0.6802656546489564,51,Property crime
5007700,46,0.723062381852552,23,Property crime
5008100,100,0.7666037735849056,106,Property crime
5009601,139,0.8059052757793765,96,Property crime
5009602,100,0.80175,80,Property crime
5009701,105,0.7674458874458875,55,Property crime
5010500,99,0.6158071947545631,114,Property crime
5011201,169,0.8205128205128205,69,Property crime
5011203,184,0.7111688720856962,138,Property crime
5011401,77,0.7694013303769401,82,Property crime
5011402,85,0.8,41,Property crime
5012100,133,0.804626951995373,65,Property crime
5012200,129,0.7635658914728682,68,Property crime
5012500,64,0.5730020491803278,61,Property crime
5012804,91,0.7000540443163394,61,Property crime
5012805,95,0.8037151702786378,34,Property crime
5012806,132,0.8062248995983936,83,Property crime
5013201,78,0.8724696356275303,19,Property crime
5013203,154,0.7828495034377387,68,Property crime
5013204,183,0.7679501842673783,86,Property crime
5013301,7,0.5714285714285714,16,Property crime
5013302,93,0.5942441492726123,136,Property crime
5013400,157,0.8784243398676643,206,Property crime
5013800,249,0.7996430165104864,99,Property crime
5014100,45,0.7584699453551913,61,Property crime
5014604,182,0.7916012558869702,84,Property crime
5014605,132,0.7723665223665224,42,Property crime
5014606,155,0.7930322580645162,50,Property crime
5014607,89,0.770254287403903,76,Property crime
5014608,76,0.7988721804511278,49,Property crime
5014700,124,0.7649769585253456,56,Property crime
5015100,154,0.7690166975881262,77,Property crime
5015601,207,0.8215282030346329,71,Property crime
5015602,126,0.8469387755102041,42,Property crime
5015603,123,0.7992985812211063,51,Property crime
5016901,150,0.7710502283105023,73,Property crime
5017005,202,0.8261264902000404,49,Property crime
5017007,114,0.778812415654521,65,Property crime
5017009,154,0.7621378621378622,65,Property crime
5017011,102,0.7212418300653595,60,Property crime
5017012,137,0.7749920660107902,69,Property crime
5017013,81,0.7628996517885407,39,Property crime
5017014,77,0.6822933164396578,41,Property crime
5017015,75,0.8177777777777778,27,Property crime
5017016,90,0.7528395061728395,45,Property crime
5017300,58,0.8322386425834701,63,Property crime
5017600,312,0.8325879546809779,86,Property crime
5017701,304,0.8237874097007224,102,Property crime
5017702,101,0.6972824942068675,47,Property crime
5018100,243,0.8500550628876138,71,Property crime
5018701,55,0.6701298701298701,56,Property crime
5018703,82,0.7415795586527294,42,Property crime
5018704,84,0.7023809523809523,40,Property crime
5018901,203,0.7663830422451112,99,Property crime
5018902,120,0.8305555555555556,60,Property crime
5019700,92,0.7896975425330813,23,Property crime
5019800,378,0.8296246847648717,107,Property crime
5020100,137,0.787823490378235,88,Property crime
5020701,74,0.6800348735832606,62,Property crime
5020702,82,0.7138211382113822,60,Property crime
5020803,233,0.8223993460044963,84,Property crime
5020804,161,0.7811254287568369,67,Property crime
5020805,178,0.8071711830799736,68,Property crime
5020806,110,0.8275482093663912,66,Property crime
5021300,115,0.6775919732441471,104,Property crime
5022300,78,0.7760882528324389,43,Property crime
5022601,236,0.8280281107895825,82,Property crime
5022602,192,0.9329710144927537,230,Property crime
5023100,86,0.7790697674418605,46,Property crime
5023900,79,0.7974683544303798,44,Property crime
5024401,210,0.7994243851386709,91,Property crime
5024402,165,0.8529137529137529,52,Property crime
5024700,77,0.8855022528491916,98,Property crime
5024800,164,0.8384454299088445,99,Property crime
5025100,192,0.800606343283582,67,Property crime
5027301,209,0.8815377000494968,58,Property crime
5027302,96,0.7879166666666667,50,Property crime
5027702,179,0.9460441470034898,389,Property crime
5027704,71,0.7302684028700505,53,Property crime
5027705,75,0.6308333333333334,64,Property crime
5027706,56,0.8074853228962818,73,Property crime
5027900,142,0.8881827550669873,41,Property crime
5029102,264,0.9472322232223223,101,Property crime
5029104,152,0.7665946582875098,134,Property crime
5029105,117,0.8154851684263449,68,Property crime
5029106,47,0.6750483558994197,44,Property crime
5030301,122,0.8225650916104147,68,Property crime
5030302,119,0.8121350235009258,118,Property crime
5031901,47,0.7937588652482269,75,Property crime
5031902,66,0.7361349342481418,53,Property crime
5032300,97,0.8750613647520864,84,Property crime
1000201,16,0.5380291005291006,189,7 Major Felonies
1000202,43,0.7855297157622739,306,7 Major Felonies
1000600,37,0.5986719478098789,464,7 Major Felonies
1000700,70,0.6743263853584138,562,7 Major Felonies
1000800,81,0.7985719347014417,453,7 Major Felonies
1000900,62,0.6849169775437056,441,7 Major Felonies
1001001,24,0.7973300970873787,103,7 Major Felonies
1001002,20,0.703076923076923,260,7 Major Felonies
1001200,32,0.7955848623853211,218,7 Major Felonies
1001300,67,0.7631627140371761,652,7 Major Felonies
1001401,12,0.646358543417367,238,7 Major Felonies
1001402,25,0.546752688172043,465,7 Major Felonies
1001501,75,0.7396078431372549,306,7 Major Felonies
1001502,57,0.6639676113360324,689,7 Major Felonies
1001600,48,0.49323878627968337,758,7 Major Felonies
1001800,45,0.4617017633966787,1298,7 Major Felonies
1002000,14,0.4918946301925025,141,7 Major Felonies
1002100,50,0.5302150537634409,744,7 Major Felonies
1002201,16,0.5816908713692946,241,7 Major Felonies
1002202,9,0.36046511627906974,172,7 Major Felonies
1002400,15,0.5196747967479675,205,7 Major Felonies
1002500,24,0.7888888888888889,180,7 Major Felonies
1002601,12,0.35425240054869683,243,7 Major Felonies
1002602,14,0.2766942954656265,293,7 Major Felonies
1002700,17,0.51165371809101,106,7 Major Felonies
1002800,21,0.4685581549693048,287,7 Major Felonies
1002901,28,0.9020806520806521,333,7 Major Felonies
1002902,29,0.5197281167108754,416,7 Major Felonies
1003001,23,0.5550043770061278,894,7 Major Felonies
1003002,12,0.474904214559387,435,7 Major Felonies
1003100,56,0.728363159518667,463,7 Major Felonies
1003200,24,0.3094985875706215,944,7 Major Felonies
1003300,97,0.6658032430192198,597,7 Major Felonies
1003400,17,0.48185980979218035,668,7 Major Felonies
1003601,13,0.5166117928763844,257,7 Major Felonies
1003602,18,0.5008090614886731,412,7 Major Felonies
1003700,75,0.5989688888888889,375,7 Major Felonies
1003800,30,0.5599388379204893,763,7 Major Felonies
1003900,79,0.5770740528381776,287,7 Major Felonies
1004001,10,0.2735191637630662,287,7 Major Felonies
1004002,14,0.4712301587301587,288,7 Major Felonies
1004100,48,0.469998824635637,709,7 Major Felonies
1004200,18,0.5623548922056385,335,7 Major Felonies
1004300,31,0.6056571155331593,877,7 Major Felonies
1004400,24,0.5833333333333334,228,7 Major Felonies
1004500,21,0.43256997455470736,262,7 Major Felonies
1004700,40,0.5280415430267063,674,7 Major Felonies
1004800,28,0.5359307359307359,330,7 Major Felonies
1004900,30,0.552364149611856,1417,7 Major Felonies
1005000,31,0.461557118602959,266,7 Major Felonies
1005200,34,0.6126314400105592,1337,7 Major Felonies
1005400,15,0.46455906821963394,601,7 Major Felonies
1005501,17,0.43967367969085447,274,7 Major Felonies
1005502,34,0.5388457269700333,583,7 Major Felonies
1005600,24,0.5392607174103237,381,7 Major Felonies
1005700,20,0.6217105263157895,304,7 Major Felonies
1005800,29,0.5043979139098622,886,7 Major Felonies
1005900,27,0.4225290379136533,338,7 Major Felonies
1006000,11,0.7575757575757576,66,7 Major Felonies
1006100,23,0.556018968176884,761,7 Major Felonies
1006200,36,0.7535910435149978,263,7 Major Felonies
1006300,19,0.5381114173985512,821,7 Major Felonies
1006400,22,0.550462249614792,472,7 Major Felonies
1006500,38,0.5644841647928656,1381,7 Major Felonies
1006600,21,0.5493057189927042,607,7 Major Felonies
1006700,56,0.5460040605389442,774,7 Major Felonies
1006800,34,0.47936712627715505,593,7 Major Felonies
1006900,37,0.654524089306698,230,7 Major Felonies
1007001,10,0.3575,240,7 Major Felonies
1007002,12,0.41117216117216115,273,7 Major Felonies
1007100,39,0.5194198116450127,746,7 Major Felonies
1007200,29,0.46483414394229194,631,7 Major Felonies
1007300,50,0.5301570680628273,955,7 Major Felonies
1007400,28,0.2951314854299929,603,7 Major Felonies
1007500,34,0.46144340088976765,238,7 Major Felonies
1007600,28,0.5941255006675568,1712,7 Major Felonies
1007700,47,0.5602120495737517,594,7 Major Felonies
1007800,38,0.6677852348993288,298,7 Major Felonies
1007900,60,0.669375,800,7 Major Felonies
1008000,33,0.6354602939968793,738,7 Major Felonies
1008100,15,0.2729824561403509,380,7 Major Felonies
1008200,34,0.46983683984542723,548,7 Major Felonies
1008300,22,0.5040479001517962,539,7 Major Felonies
1008400,13,0.4434389140271493,1020,7 Major Felonies
1008601,30,0.8260162601626017,82,7 Major Felonies
1008603,19,0.5245215311004785,176,7 Major Felonies
1008700,16,0.3689732142857143,560,7 Major Felonies
1008800,31,0.5336334083520881,258,7 Major Felonies
1008900,15,0.33886883273164864,277,7 Major Felonies
1009000,23,0.4536529389264312,341,7 Major Felonies
1009100,17,0.37956320739677984,738,7 Major Felonies
1009200,35,0.5588351042896498,363,7 Major Felonies
1009300,18,0.4628580421781555,353,7 Major Felonies
1009400,28,0.5993842364532019,580,7 Major Felonies
1009500,15,0.28994708994708995,630,7 Major Felonies
1009600,19,0.456455887921242,1112,7 Major Felonies
1009700,17,0.5460930640913082,268,7 Major Felonies
1009800,19,0.3138854889160887,387,7 Major Felonies
1009901,36,0.6391213389121339,239,7 Major Felonies
1009902,20,0.6655038759689923,258,7 Major Felonies
1009903,50,0.746578947368421,304,7 Major Felonies
1010000,29,0.5365781927799427,469,7 Major Felonies
1010100,15,0.7359557319860459,2771,7 Major Felonies
1010200,28,0.8092939878654164,1295,7 Major Felonies
1010300,28,0.7163819015978484,903,7 Major Felonies
1010400,19,0.459009978477793,538,7 Major Felonies
1010601,19,0.6940482046237088,214,7 Major Felonies
1010602,30,0.6767741935483871,155,7 Major Felonies
1010801,9,0.28825396825396826,175,7 Major Felonies
1010802,13,0.4467455621301775,156,7 Major Felonies
1010803,5,0.15384615384615385,143,7 Major Felonies
1010900,25,0.4560399334442596,1202,7 Major Felonies
1011000,27,0.7226791377734774,689,7 Major Felonies
1011100,38,0.8228935910167291,689,7 Major Felonies
1011201,6,0.4696969696969697,143,7 Major Felonies
1011202,12,0.6284676354029062,757,7 Major Felonies
1011203,13,0.514713474445018,298,7 Major Felonies
1011300,22,0.44011406844106465,2104,7 Major Felonies
1011401,13,0.44076598506978254,237,7 Major Felonies
1011402,16,0.39489549839228294,311,7 Major Felonies
1011500,49,0.7980085014443061,869,7 Major Felonies
1011600,16,0.5669117647058823,170,7 Major Felonies
1011700,46,0.9494635798983625,231,7 Major Felonies
1011800,26,0.5343363261344334,634,7 Major Felonies
1011900,22,0.49556025369978857,1720,7 Major Felonies
1012000,29,0.4959101844426624,430,7 Major Felonies
1012101,8,0.2507062146892655,531,7 Major Felonies
1012102,6,0.39039039039039036,222,7 Major Felonies
1012200,27,0.4789771978384078,281,7 Major Felonies
1012400,20,0.42279693486590036,261,7 Major Felonies
1012500,21,0.3608906525573192,864,7 Major Felonies
1012601,12,0.32831325301204817,249,7 Major Felonies
1012602,10,0.2858974358974359,156,7 Major Felonies
1012700,18,0.3093137254901961,680,7 Major Felonies
1012800,30,0.3814576634512326,311,7 Major Felonies
1012901,21,0.524684414448194,381,7 Major Felonies
1012902,20,0.5027093596059113,203,7 Major Felonies
1013000,29,0.5299824663939217,295,7 Major Felonies
1013100,28,0.4440276110444178,476,7 Major Felonies
1013201,7,0.31746031746031744,81,7 Major Felonies
1013202,13,0.5039787798408488,116,7 Major Felonies
1013203,4,0.11979166666666667,96,7 Major Felonies
1013300,16,0.4960553997194951,713,7 Major Felonies
1013400,22,0.2655198923697867,473,7 Major Felonies
1013501,13,0.466286799620133,162,7 Major Felonies
1013502,24,0.543954248366013,255,7 Major Felonies
1013601,10,0.5897959183673469,49,7 Major Felonies
1013602,4,0.05701754385964912,57,7 Major Felonies
1013603,6,0.20476190476190476,140,7 Major Felonies
1013604,9,0.39555555555555555,100,7 Major Felonies
1013700,33,0.6169743411122721,1044,7 Major Felonies
1013800,22,0.28607073117812976,419,7 Major Felonies
1013900,15,0.38606965174129354,402,7 Major Felonies
1014000,22,0.29677079677079676,259,7 Major Felonies
1014200,33,0.34662833872320037,253,7 Major Felonies
1014401,6,0.45161290322580644,62,7 Major Felonies
1014402,19,0.4317018226500102,257,7 Major Felonies
1014500,26,0.7054447610003166,729,7 Major Felonies
1014601,11,0.4084191670398567,406,7 Major Felonies
1014602,11,0.5008685581933989,314,7 Major Felonies
1014700,7,0.31556503198294245,134,7 Major Felonies
1014801,6,0.6685309470544369,447,7 Major Felonies
1014802,19,0.45639278051243215,417,7 Major Felonies
1014900,21,0.4835637480798771,310,7 Major Felonies
1015001,11,0.2179144385026738,136,7 Major Felonies
1015002,22,0.448642266824085,154,7 Major Felonies
1015101,13,0.5197699496764917,214,7 Major Felonies
1015102,31,0.6837444655281467,204,7 Major Felonies
1015200,24,0.5162803532008831,302,7 Major Felonies
1015301,9,0.38524238524238524,259,7 Major Felonies
1015302,15,0.6688172043010753,248,7 Major Felonies
1015401,8,0.3370253164556962,158,7 Major Felonies
1015402,6,0.28088578088578087,143,7 Major Felonies
1015403,6,0.27697841726618705,139,7 Major Felonies
1015501,2,0.29591836734693877,147,7 Major Felonies
1015502,13,0.5708989805375347,83,7 Major Felonies
1015601,7,0.44398766700924974,139,7 Major Felonies
1015602,10,0.39958847736625513,243,7 Major Felonies
1015700,22,0.509478672985782,422,7 Major Felonies
1015801,16,0.3058862433862434,189,7 Major Felonies
1015802,8,0.44664634146341464,164,7 Major Felonies
1015900,26,0.6386678455643973,522,7 Major Felonies
1016001,24,0.32806513409961685,174,7 Major Felonies
1016002,9,0.24691358024691357,99,7 Major Felonies
1016100,11,0.28063241106719367,184,7 Major Felonies
1016200,39,0.7132679401135777,745,7 Major Felonies
1016300,35,0.5078470824949698,355,7 Major Felonies
1016400,20,0.3877906976744186,516,7 Major Felonies
1016500,16,0.5378401360544217,294,7 Major Felonies
1016600,27,0.4667544024566021,591,7 Major Felonies
1016700,28,0.45827067669172933,285,7 Major Felonies
1016800,26,0.5869915424889247,382,7 Major Felonies
1016900,17,0.260855317057185,359,7 Major Felonies
1017000,21,0.39816408491107286,498,7 Major Felonies
1017100,24,0.3177083333333333,352,7 Major Felonies
1017200,29,0.29818819403857394,590,7 Major Felonies
1017300,19,0.35931470906004015,341,7 Major Felonies
1017401,18,0.5103648424543947,268,7 Major Felonies
1017402,10,0.5138528138528139,231,7 Major Felonies
1017500,23,0.33354964308890334,268,7 Major Felonies
1017700,16,0.39599609375,256,7 Major Felonies
1017800,21,0.5496894409937888,552,7 Major Felonies
1017900,26,0.4403453689167975,441,7 Major Felonies
1018000,19,0.39030159668835007,534,7 Major Felonies
1018100,13,0.31559744603222867,253,7 Major Felonies
1018200,21,0.5414067650489376,939,7 Major Felonies
1018300,25,0.5419770114942529,435,7 Major Felonies
1018400,31,0.6690983699988602,566,7 Major Felonies
1018500,2,0.16031746031746033,315,7 Major Felonies
1018600,9,0.5964360587002097,212,7 Major Felonies
1018700,32,0.3885452218430034,293,7 Major Felonies
1018800,18,0.23943661971830985,568,7 Major Felonies
1018900,35,0.5538146441372248,558,7 Major Felonies
1019000,11,0.4922765257027095,359,7 Major Felonies
1019100,26,0.46945701357466063,340,7 Major Felonies
1019200,35,0.8893617021276595,282,7 Major Felonies
1019300,25,0.28,316,7 Major Felonies
1019400,18,0.4052854938271605,576,7 Major Felonies
1019500,22,0.5422178440754292,323,7 Major Felonies
1019600,31,0.5771602180323474,722,7 Major Felonies
1019701,15,0.45749235474006117,218,7 Major Felonies
1019702,10,0.40485436893203886,103,7 Major Felonies
1019800,39,0.6034339308675591,339,7 Major Felonies
1019900,25,0.46779661016949153,354,7 Major Felonies
1020000,21,0.5870962063198663,541,7 Major Felonies
1020101,6,0.4432624113475177,94,7 Major Felonies
1020102,16,0.3905456852791878,197,7 Major Felonies
1020300,9,0.4802469135802469,180,7 Major Felonies
1020500,20,0.6491836734693878,245,7 Major Felonies
1020600,22,0.2647579693034238,308,7 Major Felonies
1020701,8,0.33455882352941174,68,7 Major Felonies
1020800,17,0.35562106391531556,439,7 Major Felonies
1020901,16,0.5608498349834984,303,7 Major Felonies
1021000,38,0.848582995951417,390,7 Major Felonies
1021100,27,0.7397397397397397,444,7 Major Felonies
1021200,13,0.5784294034946776,383,7 Major Felonies
1021303,25,0.44284900284900286,351,7 Major Felonies
1021400,13,0.39390561129691565,207,7 Major Felonies
1021500,15,0.4807785888077859,274,7 Major Felonies
1021600,27,0.41073020504092717,457,7 Major Felonies
1021703,23,0.4774193548387097,310,7 Major Felonies
1021800,21,0.5131419773452106,433,7 Major Felonies
1021900,61,0.7567912316341475,694,7 Major Felonies
1022000,24,0.3968476903870162,267,7 Major Felonies
1022102,27,0.4587028342896888,213,7 Major Felonies
1022200,14,0.5973517344274525,766,7 Major Felonies
1022301,17,0.40758435353836964,394,7 Major Felonies
1022302,15,0.8,77,7 Major Felonies
1022400,17,0.54132539091586,474,7 Major Felonies
1022500,22,0.27575757575757576,375,7 Major Felonies
1022600,16,0.37557603686635943,434,7 Major Felonies
1022700,21,0.38495638495638496,333,7 Major Felonies
1022800,18,0.4172259507829978,596,7 Major Felonies
1022900,24,0.5732026143790849,510,7 Major Felonies
1023000,16,0.3241223908918406,527,7 Major Felonies
1023100,32,0.5080856643356644,429,7 Major Felonies
1023200,15,0.32427315753887764,493,7 Major Felonies
1023300,20,0.41516129032258065,310,7 Major Felonies
1023400,16,0.375,354,7 Major Felonies
1023501,40,0.6191005802707931,517,7 Major Felonies
1023502,13,0.3112910481331534,171,7 Major Felonies
1023600,44,0.7288255223037832,322,7 Major Felonies
1023700,16,0.36637931034482757,290,7 Major Felonies
1023802,27,0.8771929824561403,57,7 Major Felonies
1023803,14,0.9285714285714286,74,7 Major Felonies
1023804,31,0.9419354838709677,45,7 Major Felonies
1023900,11,0.5252525252525253,117,7 Major Felonies
1024100,25,0.4705357142857143,448,7 Major Felonies
1024200,57,0.7282651072124756,450,7 Major Felonies
1024301,23,0.4866086956521739,250,7 Major Felonies
